1 289 5 4 5 2 1 0 53 -601.838
1 296 3 3 3 0 3 0 56 -619.958
1 300 3 4 3 2 3 0 55 -597.544
1 302 5 4 5 2 1 0 54 -605.33
1 304 3 3 3 2 3 0 56 -588.496
1 307 5 4 5 4 1 0 52 -570.26
1 309 6 5 6 4 0 0 53 -585.589
1 314 4 2 4 2 2 0 55 -583.772
1 315 3 3 3 0 3 0 57 -619.822
1 319 5 5 5 4 1 0 53 -581.031
1 323 4 3 4 2 2 0 54 -593.227
1 326 3 1 3 2 3 0 55 -572.398
1 333 4 2 4 4 2 0 54 -554.481
1 334 3 1 3 2 3 0 55 -572.019
2 288 4 3 4 2 2 0 55 -592.911
2 297 3 3 3 0 3 0 56 -618.028
2 302 5 4 5 2 1 0 55 -605.605
2 303 6 5 6 4 0 0 52 -582.838
2 315 4 4 4 2 2 0 56 -600.72
2 316 5 4 5 4 1 0 54 -573.607
2 317 5 4 5 2 1 0 53 -603.023
2 319 5 3 5 4 1 0 53 -565.409
2 323 5 3 5 4 1 0 53 -565.674
2 325 4 4 4 2 2 0 54 -598.565
2 326 5 4 5 4 1 0 52 -570.769
2 328 5 5 5 4 1 0 53 -582.781
2 331 5 3 5 4 1 0 52 -562.133
2 333 5 3 5 4 1 0 53 -564.922
3 290 5 5 5 4 1 0 54 -581.053
3 291 3 3 3 0 3 0 57 -622.046
3 292 5 5 5 4 1 0 52 -578.265
3 303 4 4 4 2 2 0 55 -602.68
3 305 3 4 3 2 3 0 56 -596.2
3 306 4 3 4 2 2 0 55 -593.491
3 308 4 3 4 4 2 0 53 -563.141
3 311 5 4 5 4 1 0 53 -573.659
3 313 5 3 5 0 1 0 56 -627.177
3 316 6 5 6 4 0 0 53 -587.393
3 321 6 5 6 4 0 0 53 -586.825
3 324 3 4 3 2 3 0 55 -593.941
3 325 4 2 4 2 2 0 55 -586.128
3 334 5 3 5 4 1 0 54 -563.38
4 300 4 3 4 0 2 0 55 -621.903
4 301 4 3 4 2 2 0 55 -593.213
4 302 5 4 5 2 1 0 54 -602.267
4 305 5 4 5 2 1 0 55 -604.538
4 306 4 3 4 2 2 0 55 -592.906
4 307 5 5 5 4 1 0 53 -580.42
4 313 5 4 5 2 1 0 54 -601.554
4 316 6 6 6 6 0 0 52 -560.75
4 317 6 5 6 4 0 0 53 -584.173
4 318 4 3 4 2 2 0 55 -593.032
4 320 5 3 5 4 1 0 53 -566.325
4 324 5 4 5 4 1 0 54 -571.787
4 325 5 4 5 2 1 0 55 -605.161
4 328 5 4 5 4 1 0 53 -572.874
5 289 3 2 3 0 3 0 56 -612.536
5 293 5 4 5 4 1 0 54 -572.018
5 294 5 4 5 2 1 0 55 -603.639
5 295 5 5 5 4 1 0 53 -579.755
5 298 4 3 4 2 2 0 54 -589.799
5 299 4 4 4 2 2 0 56 -600.178
5 306 4 4 4 2 2 0 53 -598.344
5 310 4 4 4 2 2 0 55 -600.8
5 315 6 5 6 4 0 0 53 -577.197
5 317 6 5 6 4 0 0 53 -584.712
5 323 5 4 5 2 1 0 55 -603.994
5 325 6 5 6 4 0 0 53 -585.609
5 328 5 4 5 4 1 0 54 -572.461
