1 289 3 3 3 6 3 0 49 -502.09
1 296 4 2 4 4 2 0 53 -543.986
1 300 3 3 3 6 3 0 50 -507.684
1 302 5 1 5 2 1 0 54 -567.251
1 304 3 2 3 4 3 0 51 -526.221
1 307 5 3 5 6 1 0 48 -510.334
1 309 4 2 4 4 2 0 51 -530.976
1 314 4 1 4 2 2 0 55 -569.044
1 315 4 0 4 0 2 0 55 -577.661
1 319 5 2 5 4 1 0 52 -544.313
1 323 4 1 4 2 2 0 56 -576.04
1 326 6 3 6 6 0 0 50 -523.92
1 333 4 2 4 4 2 0 54 -555.25
1 334 6 3 6 6 0 0 49 -516.268
2 288 4 1 4 2 2 0 53 -556.315
2 297 6 2 6 4 0 0 54 -561.746
2 302 4 2 4 4 2 0 52 -538.309
2 303 5 3 5 6 1 0 50 -518.313
2 315 4 2 4 4 2 0 53 -545.314
2 316 4 2 4 4 2 0 52 -538.647
2 317 3 2 3 4 3 0 53 -541.447
2 319 4 2 4 4 2 0 52 -539.338
2 323 5 3 5 6 1 0 49 -512.05
2 325 3 2 3 4 3 0 51 -526.422
2 326 3 2 3 4 3 0 53 -541.122
2 328 4 2 4 4 2 0 52 -539.172
2 331 4 2 4 4 2 0 49 -528.36
2 333 3 2 3 4 3 0 51 -527.445
3 290 2 2 2 4 4 0 47 -499.199
3 291 5 2 5 4 1 0 52 -541.261
3 292 4 2 4 4 2 0 52 -541.548
3 303 3 2 3 4 3 0 51 -525.433
3 305 2 1 2 2 4 0 53 -550.653
3 306 5 3 5 6 1 0 51 -528.713
3 308 3 2 3 4 3 0 53 -545.427
3 311 5 3 5 6 1 0 50 -518.595
3 313 3 2 3 4 3 0 53 -537.799
3 316 4 3 4 6 2 0 50 -513.39
3 321 4 2 4 4 2 0 50 -522.56
3 324 4 1 4 2 2 0 52 -555.279
3 325 6 1 6 2 0 0 55 -579.895
3 334 4 2 4 4 2 0 48 -515.657
4 300 6 2 6 4 0 0 51 -540.162
4 301 5 1 5 2 1 0 53 -561.263
4 302 4 2 4 4 2 0 52 -538.883
4 305 3 2 3 4 3 0 49 -523.198
4 306 4 3 4 6 2 0 49 -505.822
4 307 3 3 3 6 3 0 50 -508.32
4 313 4 2 4 4 2 0 53 -553.023
4 316 4 2 4 4 2 0 53 -548.334
4 317 4 3 4 6 2 0 50 -516.089
4 318 4 1 4 2 2 0 52 -562.752
4 320 5 3 5 6 1 0 50 -521.02
4 324 4 2 4 4 2 0 52 -536.174
4 325 5 1 5 2 1 0 53 -559.511
4 328 5 2 5 4 1 0 52 -543.364
5 289 4 1 4 2 2 0 53 -555.223
5 293 4 2 4 4 2 0 52 -538.988
5 294 4 1 4 2 2 0 53 -554.612
5 295 5 3 5 6 1 0 47 -508.68
5 298 4 3 4 6 2 0 48 -512.968
5 299 4 2 4 4 2 0 52 -537.728
5 306 4 1 4 2 2 0 53 -554.996
5 310 4 2 4 4 2 0 53 -546.541
5 315 5 3 5 6 1 0 51 -526.41
5 317 4 2 4 4 2 0 51 -531.423
5 323 4 2 4 3 2 0 50 -522.25
5 325 3 2 3 4 3 0 51 -525.908
5 328 4 2 4 4 2 0 52 -538.433
5 334 5 1 5 2 1 0 52 -565.495
6 288 6 2 6 4 0 0 51 -540.924
6 290 3 1 3 2 3 0 54 -556.744
6 292 4 2 4 4 2 0 53 -546.454
6 295 4 1 4 2 2 0 54 -561.541
6 303 4 2 4 4 2 0 51 -532.988
6 304 3 2 3 4 3 0 51 -531.958
6 305 3 2 3 4 3 0 52 -538.742
6 306 3 1 3 2 3 0 54 -559.639
6 310 5 2 5 4 1 0 52 -543.81
6 319 6 2 6 4 0 0 51 -539.462
6 321 4 2 4 4 2 0 51 -531.667
6 323 5 3 5 6 1 0 49 -510.758
6 327 5 3 5 6 1 0 51 -525.971
6 329 5 3 5 6 1 0 50 -519.56
7 291 5 2 5 4 1 0 52 -544.039
7 293 5 2 5 4 1 0 53 -549.687
7 297 4 3 4 6 2 0 51 -522.176
7 298 5 2 5 4 1 0 52 -544.353
7 300 4 2 4 4 2 0 52 -538.405
7 301 4 1 4 2 2 0 54 -563.384
7 303 5 2 5 4 1 0 51 -536.206
7 304 4 3 4 6 2 0 49 -511.656
7 306 4 2 4 4 2 0 52 -537.67
7 307 4 3 4 6 2 0 49 -511.853
7 316 6 2 6 4 0 0 50 -542.275
7 323 5 3 5 6 1 0 50 -519.297
7 332 4 1 4 2 2 0 55 -570.992
7 335 3 1 3 2 3 0 54 -559.09
8 288 3 2 3 4 3 0 53 -543.82
8 290 4 2 4 4 2 0 51 -545.468
8 297 5 3 5 5 1 0 48 -506.336
8 300 5 3 5 6 1 0 49 -514.409
8 311 5 3 5 6 1 0 51 -527.405
8 315 5 0 5 0 1 0 55 -584.828
8 318 4 2 4 4 2 0 52 -540.976
8 320 4 2 4 4 2 0 51 -532.139
8 322 5 2 5 4 1 0 53 -549.171
8 323 6 2 6 4 0 0 53 -555.802
8 328 5 2 5 4 1 0 52 -543.661
8 330 5 3 5 6 1 0 51 -526.975
8 334 4 3 4 6 2 0 50 -520.502
8 335 6 2 6 4 0 0 51 -539.304
9 299 4 2 4 4 2 0 53 -550.205
9 300 6 3 6 6 0 0 51 -532.528
9 303 6 2 6 4 0 0 50 -538.732
9 305 5 2 5 4 1 0 50 -543.114
9 314 5 2 5 4 1 0 53 -553.718
9 319 4 2 4 4 2 0 53 -541.446
9 320 2 1 2 2 4 0 55 -555.422
9 321 6 3 6 6 0 0 50 -524.12
9 322 3 1 3 2 3 0 53 -546.639
9 323 3 2 3 4 3 0 53 -546.205
9 324 5 2 5 4 1 0 48 -527.015
9 327 4 1 4 2 2 0 53 -558.617
9 330 4 1 4 2 2 0 55 -565.767
9 332 3 1 3 2 3 0 54 -554.54
10 288 4 2 4 4 2 0 51 -530.169
10 289 5 2 5 4 1 0 51 -537.385
10 293 6 2 6 4 0 0 52 -548.125
10 298 5 1 5 2 1 0 53 -566.415
10 307 5 2 5 4 1 0 51 -535.307
10 313 4 2 4 4 2 0 51 -530.351
10 315 5 3 5 6 1 0 51 -525.236
10 316 4 2 4 4 2 0 51 -542.007
10 320 6 3 6 6 0 0 50 -523.029
10 323 5 2 5 4 1 0 51 -534.666
10 327 4 2 4 4 2 0 52 -536.8
10 328 4 2 4 4 2 0 52 -537.332
10 329 4 1 4 2 2 0 53 -560.438
10 331 3 0 3 0 3 0 54 -578.612
11 289 5 2 5 4 1 0 52 -543.009
11 292 4 1 4 2 2 0 53 -554.798
11 297 5 2 5 4 1 0 49 -533.045
11 298 4 2 4 4 2 0 51 -531.959
11 299 4 1 4 2 2 0 55 -569.757
11 311 4 2 4 4 2 0 52 -538.443
11 312 5 2 5 4 1 0 52 -541.849
11 317 5 2 5 4 1 0 53 -551.013
11 318 5 2 5 4 1 0 52 -542.702
11 319 5 2 5 4 1 0 52 -543.624
11 321 4 3 4 6 2 0 50 -513.766
11 323 5 1 5 2 1 0 54 -565.816
11 326 5 2 5 4 1 0 52 -543.413
11 332 6 3 6 6 0 0 51 -531.068
12 289 4 2 4 4 2 0 52 -538.229
12 296 5 2 5 4 1 0 51 -536.991
12 297 5 3 5 6 1 0 50 -521.168
12 301 4 3 4 6 2 0 51 -518.732
12 302 4 1 4 2 2 0 53 -552.03
12 304 4 1 4 2 2 0 52 -559.314
12 306 4 2 4 4 2 0 53 -544.66
12 312 5 2 5 4 1 0 51 -540.228
12 313 6 3 6 6 0 0 50 -529.29
12 317 5 2 5 4 1 0 53 -547.002
12 321 6 2 6 4 0 0 52 -552.591
12 324 5 2 5 4 1 0 51 -537.393
12 328 4 3 4 6 2 0 51 -526.047
