1 288 5 2 5 12 1 -4.07845 62 -615.987
1 290 5 4 5 13 1 -3.42231 62 -650.605
1 291 2 3 2 9 4 -3.98794 63 -637.791
1 292 3 6 3 20 3 -4.88333 64 -647.261
1 293 4 5 4 17 2 -3.82246 63 -638.357
1 294 6 4 6 16 0 -3.75637 62 -629.606
1 295 5 4 5 10 1 -3.08306 63 -674.606
1 297 4 6 4 17 2 -4.81699 62 -633.612
1 298 4 5 4 17 2 -3.65363 63 -639.454
1 299 4 4 4 10 2 -4.24994 60 -611.92
1 301 5 4 5 12 1 -3.65204 66 -683.179
1 303 4 6 4 20 2 -3.89749 64 -666.924
1 305 4 5 4 17 2 -4.70972 63 -623.704
1 306 2 5 2 16 4 -4.72647 64 -651.476
1 308 4 6 4 21 2 -4.54313 67 -664.81
1 310 3 5 3 18 3 -4.8692 62 -625.027
1 311 5 3 5 10 1 -4.05243 60 -610.176
1 312 4 2 4 7 2 -3.83281 61 -623.472
1 313 6 4 6 16 0 -3.30713 64 -676.962
1 316 5 5 5 12 1 -3.4438 61 -649.812
1 317 3 4 3 12 3 -3.44548 66 -682.782
1 318 5 4 5 14 1 -3.54081 59 -612.367
1 320 5 5 5 14 1 -3.6632 64 -663.648
1 321 6 5 6 17 0 -3.30774 66 -697.939
1 322 5 4 5 15 1 -3.80756 61 -615.254
1 324 4 6 4 19 2 -4.67063 64 -650.363
1 325 2 1 2 6 4 -3.94672 60 -597.696
1 327 5 3 5 6 1 -3.56723 64 -677.976
1 328 5 3 5 15 1 -3.92464 65 -648.687
1 329 4 6 4 18 2 -3.79023 62 -650.926
1 330 4 4 4 12 2 -3.73226 62 -635.053
1 331 4 6 4 16 2 -3.79967 62 -636.526
1 332 5 5 5 13 1 -3.81514 63 -654.042
1 335 3 4 3 12 3 -3.94648 63 -643.628
2 289 6 4 6 13 0 -3.73246 62 -650.595
2 290 5 4 5 14 1 -3.82227 63 -655.538
2 291 3 4 3 15 3 -4.27235 65 -649.762
2 292 5 5 5 15 1 -3.95355 63 -667.18
2 293 3 3 3 8 3 -3.77047 62 -635.839
2 294 5 5 5 15 1 -3.87363 65 -671.078
2 295 4 3 4 7 2 -3.49211 64 -681.888
2 296 2 5 2 16 4 -4.44792 66 -661.074
2 298 3 3 3 10 3 -3.90646 60 -602.069
2 299 3 4 3 16 3 -4.29533 62 -610.026
2 300 5 4 5 13 1 -3.57984 66 -693.605
2 301 5 5 5 17 1 -4.06712 63 -638.137
2 304 6 4 6 15 0 -3.91894 59 -616.193
2 305 6 6 6 18 0 -4.02305 64 -658.36
2 306 6 4 6 15 0 -3.87864 61 -618.423
2 307 5 5 5 13 1 -3.90609 62 -655.122
2 308 5 3 5 14 1 -3.84086 62 -643.883
2 309 6 4 6 12 0 -3.48733 65 -688.651
2 310 5 4 5 9 1 -3.54048 62 -661.328
2 311 5 5 5 15 1 -3.93715 65 -669.267
2 312 3 5 3 14 3 -4.07518 64 -652.594
2 313 4 4 4 15 2 -3.9333 65 -657.309
2 314 3 4 3 14 3 -4.27242 60 -594.536
2 318 5 3 5 14 1 -4.14267 60 -596.592
2 320 4 5 4 17 2 -4.16594 63 -633.028
2 321 4 4 4 14 2 -3.8729 63 -646.341
2 322 5 5 5 18 1 -4.21387 64 -644.644
2 324 5 3 5 13 1 -3.78419 62 -639.916
2 327 3 5 3 15 3 -4.35427 61 -610.816
2 329 3 5 3 16 3 -4.16406 65 -667.712
2 330 4 6 4 17 2 -4.1325 63 -640.889
2 332 5 5 5 17 1 -4.17945 63 -636.854
2 334 4 5 4 14 2 -3.95806 64 -654.516
2 335 3 4 3 11 3 -3.73599 65 -669.165
3 288 4 3 4 11 2 -3.91553 62 -623.2
3 289 4 5 4 17 2 -3.65621 62 -640.516
3 293 6 5 6 18 0 -4.06077 68 -694.53
3 294 6 5 6 19 0 -4.21248 64 -655.839
3 295 2 5 2 13 4 -4.84502 62 -632.496
3 296 4 4 4 13 2 -3.99159 63 -639.559
3 297 3 5 3 17 3 -3.83799 62 -635.298
3 298 3 3 3 15 3 -4.88631 61 -584.726
3 299 5 5 5 17 1 -4.09062 63 -638.206
3 300 5 6 5 20 1 -3.57973 64 -674.099
3 301 6 6 6 21 0 -4.29319 67 -679.518
3 302 6 5 6 18 0 -4.23687 64 -647.319
3 304 3 5 3 15 3 -3.56432 63 -665.414
3 307 2 5 2 16 4 -3.95693 60 -619.588
3 309 3 4 3 12 3 -3.52906 61 -636.635
3 310 4 5 4 13 2 -3.35764 63 -653.246
3 312 5 3 5 8 1 -3.61404 62 -645.239
3 314 3 3 3 10 3 -3.89545 60 -603.684
3 315 4 3 4 8 2 -3.39711 66 -690.247
3 317 6 6 6 20 0 -4.28756 67 -686.731
3 318 1 3 1 12 5 -4.79565 60 -586.469
3 319 6 5 6 17 0 -3.95629 67 -688.002
3 320 6 4 6 15 0 -4.17149 62 -630.926
3 322 6 5 6 17 0 -4.01566 67 -688.022
3 323 4 3 4 14 2 -3.68746 64 -642.601
3 326 4 4 4 15 2 -4.57597 63 -646.584
3 327 4 4 4 11 2 -3.57905 65 -674.655
3 328 5 3 5 14 1 -3.89833 67 -673.102
3 329 3 3 3 6 3 -4.08705 63 -665.202
3 330 6 5 6 18 0 -4.00248 68 -695.849
3 331 3 4 3 15 3 -4.53804 64 -644.196
3 332 6 5 6 18 0 -3.96212 69 -711.021
3 333 6 5 6 16 0 -3.92393 66 -680.831
3 335 6 4 6 16 0 -4.13037 62 -623.132
4 288 5 5 5 14 1 -3.92846 64 -661.251
4 289 3 6 3 17 3 -4.8609 62 -628.139
4 290 4 4 4 13 2 -3.66099 61 -644.319
4 291 6 5 6 13 0 -3.70889 63 -658.677
4 292 4 5 4 17 2 -4.80649 63 -624.613
4 293 4 4 4 17 2 -4.31274 63 -623.175
4 294 3 4 3 13 3 -4.04692 63 -635.03
4 295 4 4 4 12 2 -3.63038 60 -633.797
4 296 4 5 4 14 2 -3.84855 64 -656.956
4 297 3 5 3 17 3 -4.72994 63 -620.84
4 298 6 3 6 13 0 -3.26051 62 -649.448
4 299 5 3 5 15 1 -3.94853 61 -606.575
4 303 5 4 5 13 1 -3.4549 62 -651.759
4 304 3 5 3 19 3 -4.8259 65 -635.511
4 308 3 4 3 12 3 -4.2638 64 -668.212
4 309 3 4 3 13 3 -4.44821 63 -631.614
